Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRC36,13.0,Regular,0.045239326,Soft Drinks,174.1054,OUT017,2007,Medium,Tier 2,Supermarket Type1,2625.8260055953574
FDB56,8.75,Regular,0.074778547,Fruits and Vegetables,186.3556,OUT045,2002,Medium,Tier 2,Supermarket Type1,2698.675706879574
NCK54,12.15,Low Fat,0.029583249,Household,114.715,OUT045,2002,Medium,Tier 2,Supermarket Type1,2276.332419454511
NCQ17,10.3,Low Fat,0.0,Health and Hygiene,154.663,OUT013,1987,High,Tier 3,Supermarket Type1,2442.9368323028343
FDM13,6.425,Low Fat,0.063432676,Breakfast,132.8626,OUT018,2009,Medium,Tier 3,Supermarket Type2,2619.789288653939
FDT44,16.6,Low Fat,0.103406065,Fruits and Vegetables,116.4466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2425.7854243971406
FDO28,12.857645184135976,Low Fat,0.126585095,Frozen Foods,122.4098,OUT019,1985,Small,Tier 1,Grocery Store,1936.9449734841453
NCK07,10.65,Low Fat,0.04896208,Others,165.8526,OUT017,2007,Medium,Tier 2,Supermarket Type1,2482.0152732796673
NCP05,19.6,Low Fat,0.025286583,Health and Hygiene,151.8024,OUT046,1997,Small,Tier 1,Supermarket Type1,2536.636072552858
FDX11,16.0,Regular,0.106752081,Baking Goods,181.4634,OUT046,1997,Small,Tier 1,Supermarket Type1,2517.0239839733035
FDS52,8.89,Low Fat,0.005485618,Frozen Foods,99.3016,OUT045,2002,Medium,Tier 2,Supermarket Type1,2111.908640681833
FDB14,20.25,Regular,0.102932246,Canned,93.212,OUT045,2002,Medium,Tier 2,Supermarket Type1,2144.211882079746
NCY06,12.857645184135976,Low Fat,0.060888514,Household,130.1968,OUT027,1985,Medium,Tier 3,Supermarket Type3,3230.8460335672025
FDS45,5.175,Regular,0.029662795,Snack Foods,105.2622,OUT017,2007,Medium,Tier 2,Supermarket Type1,2092.9288155717527
DRF23,4.61,Low Fat,0.0,Hard Drinks,173.8396,OUT046,1997,Small,Tier 1,Supermarket Type1,2641.9108257687835
FDD33,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,231.9642,OUT027,1985,Medium,Tier 3,Supermarket Type3,3722.866445362563
NCA53,11.395,Low Fat,0.009918699,Health and Hygiene,49.4034,OUT018,2009,Medium,Tier 3,Supermarket Type2,2173.9530377003416
FDC46,17.7,Low Fat,0.116520447,Snack Foods,186.0266,OUT035,2004,Small,Tier 2,Supermarket Type1,2598.5890730398437
NCW41,18.0,Low Fat,0.015447454,Health and Hygiene,159.2604,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.4442632274868
FDZ39,19.7,Regular,0.018098194,Meat,104.599,OUT018,2009,Medium,Tier 3,Supermarket Type2,2455.395305414398
FDE51,5.925,Regular,0.097012989,Dairy,42.9086,OUT017,2007,Medium,Tier 2,Supermarket Type1,1913.2441807091031
FDG32,12.857645184135976,Low Fat,0.17514326,Fruits and Vegetables,222.3772,OUT027,1985,Medium,Tier 3,Supermarket Type3,3609.14222521896
NCK07,10.65,Low Fat,0.048785427,Others,163.9526,OUT045,2002,Medium,Tier 2,Supermarket Type1,2504.526871931945
NCQ41,14.8,Low Fat,0.019476708,Health and Hygiene,193.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,2676.8909388239763
FDL36,15.1,Low Fat,0.076229769,Baking Goods,90.483,OUT045,2002,Medium,Tier 2,Supermarket Type1,2014.738710004605
FDQ26,13.5,Regular,0.0,Dairy,57.8562,OUT049,1999,Medium,Tier 1,Supermarket Type1,1945.591628835565
FDR02,16.7,Low Fat,0.022190488,Dairy,113.1886,OUT017,2007,Medium,Tier 2,Supermarket Type1,2349.190217982721
FDV59,13.35,Low Fat,0.0,Breads,217.6166,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.4853976174
FDZ33,10.195,Low Fat,0.0,Snack Foods,147.2076,OUT010,1998,Medium,Tier 3,Grocery Store,1835.446454699935
NCT41,15.7,Low Fat,0.05610384,Health and Hygiene,153.5024,OUT045,2002,Medium,Tier 2,Supermarket Type1,2438.291599377526
FDB17,13.15,Low Fat,0.061381589,Frozen Foods,179.9976,OUT010,1998,Medium,Tier 3,Grocery Store,2189.456601177797
FDN44,13.15,Low Fat,0.022795611,Fruits and Vegetables,160.192,OUT046,1997,Small,Tier 1,Supermarket Type1,2491.907267813177
FDE45,12.1,Low Fat,0.040323731,Fruits and Vegetables,180.0002,OUT013,1987,High,Tier 3,Supermarket Type1,2619.120625981163
FDG47,12.8,Low Fat,0.070012633,Starchy Foods,262.8252,OUT017,2007,Medium,Tier 2,Supermarket Type1,3018.1281484784968
NCP02,12.857645184135976,Low Fat,0.044591774,Household,59.6562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2825.2631492608734
FDW02,4.805,Regular,0.037699423,Dairy,125.5704,OUT046,1997,Small,Tier 1,Supermarket Type1,2312.694799546937
NCM53,18.75,Low Fat,0.052040915,Health and Hygiene,105.728,OUT046,1997,Small,Tier 1,Supermarket Type1,2128.601960034935
FDD47,7.6,Regular,0.142292265,Starchy Foods,171.3448,OUT013,1987,High,Tier 3,Supermarket Type1,2461.944412658191
FDE28,9.5,Regular,0.132521929,Frozen Foods,228.6668,OUT035,2004,Small,Tier 2,Supermarket Type1,2782.1961045669555
FDV12,16.7,Regular,0.061122656,Baking Goods,100.0384,OUT018,2009,Medium,Tier 3,Supermarket Type2,2457.465689113581
FDE36,5.26,Regular,0.041942549,Baking Goods,165.4868,OUT018,2009,Medium,Tier 3,Supermarket Type2,2658.833076805409
FDU45,15.6,Regular,0.035506142,Snack Foods,112.4518,OUT046,1997,Small,Tier 1,Supermarket Type1,2200.8305588819517
FDP28,13.65,Regular,0.080573371,Frozen Foods,260.1936,OUT013,1987,High,Tier 3,Supermarket Type1,2904.257999098777
FDH33,12.85,Low Fat,0.121972274,Snack Foods,43.1428,OUT045,2002,Medium,Tier 2,Supermarket Type1,1903.5014200801945
FDO44,12.6,Low Fat,0.087436672,Fruits and Vegetables,109.9228,OUT035,2004,Small,Tier 2,Supermarket Type1,2142.7325613047124
FDR07,12.857645184135976,Low Fat,0.136119549,Fruits and Vegetables,94.1094,OUT019,1985,Small,Tier 1,Grocery Store,1662.5557958788636
FDJ45,17.75,Low Fat,0.073396761,Seafood,35.1216,OUT035,2004,Small,Tier 2,Supermarket Type1,1827.4789205644352
FDS59,14.8,Regular,0.073468631,Breads,110.857,OUT010,1998,Medium,Tier 3,Grocery Store,1955.0412712323368
FDU34,18.25,Low Fat,0.075132353,Snack Foods,125.9046,OUT013,1987,High,Tier 3,Supermarket Type1,2335.5002934501563
NCL06,14.65,Low Fat,0.120624771,Household,261.7594,OUT010,1998,Medium,Tier 3,Grocery Store,2580.6445324714473
FDR37,16.5,Regular,0.110888167,Breakfast,181.6292,OUT010,1998,Medium,Tier 3,Grocery Store,2208.901476603916
NCM53,18.75,Low Fat,0.052252908,Health and Hygiene,105.728,OUT018,2009,Medium,Tier 3,Supermarket Type2,2713.378372746122
DRG25,10.5,Low Fat,0.019046089,Soft Drinks,188.424,OUT035,2004,Small,Tier 2,Supermarket Type1,2537.6632173717408
DRE25,15.35,Low Fat,0.073397129,Soft Drinks,91.912,OUT049,1999,Medium,Tier 1,Supermarket Type1,2241.602098775208
FDZ45,14.1,Low Fat,0.067011609,Snack Foods,197.1084,OUT045,2002,Medium,Tier 2,Supermarket Type1,2669.87589941372
NCV53,8.27,Low Fat,0.031490111,Health and Hygiene,239.088,OUT010,1998,Medium,Tier 3,Grocery Store,2449.561393941972
FDR55,12.15,Regular,0.132621594,Fruits and Vegetables,190.1872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3126.1972428347426
FDS47,12.857645184135976,Low Fat,0.0,Breads,87.6856,OUT027,1985,Medium,Tier 3,Supermarket Type3,2882.553292657472
DRG27,8.895,Low Fat,0.105110692,Dairy,41.1138,OUT046,1997,Small,Tier 1,Supermarket Type1,1773.6687932346397
FDA02,14.0,Regular,0.02976887,Dairy,145.4786,OUT049,1999,Medium,Tier 1,Supermarket Type1,2313.9140658668803
FDF45,18.2,Regular,0.012229464,Fruits and Vegetables,56.8904,OUT045,2002,Medium,Tier 2,Supermarket Type1,2096.5342256428935
FDZ58,17.85,Low Fat,0.052176861,Snack Foods,122.8072,OUT046,1997,Small,Tier 1,Supermarket Type1,2461.5826841921344
NCH30,17.1,Low Fat,0.06725846,Household,115.186,OUT049,1999,Medium,Tier 1,Supermarket Type1,2406.8945925123708
FDN03,9.8,Regular,0.025257508,Meat,248.5408,OUT010,1998,Medium,Tier 3,Grocery Store,2625.99114625168
FDH12,9.6,Low Fat,0.085085743,Baking Goods,105.128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2123.287491076323
NCH54,13.5,Low Fat,0.12163321,Household,161.692,OUT010,1998,Medium,Tier 3,Grocery Store,2053.4241168008125
DRH01,17.5,Low Fat,0.098102581,Soft Drinks,172.9738,OUT045,2002,Medium,Tier 2,Supermarket Type1,2417.1241277004747
FDX01,12.857645184135976,Low Fat,0.024047319,Canned,115.515,OUT027,1985,Medium,Tier 3,Supermarket Type3,3256.9976751559034
FDD34,7.945,Low Fat,0.01596609,Snack Foods,163.521,OUT017,2007,Medium,Tier 2,Supermarket Type1,2486.5902012518773
FDC53,12.857645184135976,Low Fat,0.008792907,Frozen Foods,96.7384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2968.515445951801
FDO28,5.765,Low Fat,0.072238195,Frozen Foods,120.0098,OUT013,1987,High,Tier 3,Supermarket Type1,2287.8244536189577
DRJ51,14.1,Low Fat,0.08849163,Dairy,231.1668,OUT017,2007,Medium,Tier 2,Supermarket Type1,2734.7670236592
FDD14,20.7,Low Fat,0.170500183,Canned,184.1266,OUT018,2009,Medium,Tier 3,Supermarket Type2,2994.912671237814
FDW35,10.6,Low Fat,0.011134397,Breads,42.8454,OUT018,2009,Medium,Tier 3,Supermarket Type2,2220.8494707567334
NCH18,9.3,Low Fat,0.044730667,Household,245.1802,OUT049,1999,Medium,Tier 1,Supermarket Type1,2907.629837690424
FDK20,12.6,Regular,0.04179272,Fruits and Vegetables,122.0072,OUT017,2007,Medium,Tier 2,Supermarket Type1,2270.0537568651102
FDY47,8.6,Regular,0.054484461,Breads,130.131,OUT046,1997,Small,Tier 1,Supermarket Type1,2153.338538211102
FDG32,19.85,Low Fat,0.175849067,Fruits and Vegetables,222.0772,OUT013,1987,High,Tier 3,Supermarket Type1,2787.007576313603
FDC20,10.65,Low Fat,0.024069113,Fruits and Vegetables,56.2272,OUT018,2009,Medium,Tier 3,Supermarket Type2,2379.510574850029
NCS29,9.0,Low Fat,0.06953231,Health and Hygiene,266.5884,OUT035,2004,Small,Tier 2,Supermarket Type1,2945.838532531681
FDG53,10.0,Low Fat,0.045848263,Frozen Foods,138.518,OUT035,2004,Small,Tier 2,Supermarket Type1,2391.675078227127
FDV26,20.25,Regular,0.076160451,Dairy,196.2794,OUT046,1997,Small,Tier 1,Supermarket Type1,2622.174415646076
FDE40,15.6,Regular,0.099704558,Dairy,63.1194,OUT017,2007,Medium,Tier 2,Supermarket Type1,1979.6438575384118
FDM02,12.5,Regular,0.073735058,Canned,87.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,2033.770634592914
FDU11,4.785,Low Fat,0.0931174,Breads,118.6098,OUT017,2007,Medium,Tier 2,Supermarket Type1,2214.0987672083766
FDB51,6.92,Low Fat,0.038446805,Dairy,63.5852,OUT035,2004,Small,Tier 2,Supermarket Type1,1930.4219224809597
FDQ03,15.0,Regular,0.078172471,Meat,238.8248,OUT045,2002,Medium,Tier 2,Supermarket Type1,2920.243658606929
DRK35,8.365,Low Fat,0.071992202,Hard Drinks,38.3506,OUT045,2002,Medium,Tier 2,Supermarket Type1,1886.4237330926294
FDZ32,7.785,Regular,0.038210084,Fruits and Vegetables,103.8964,OUT045,2002,Medium,Tier 2,Supermarket Type1,2193.5564440097114
FDU38,10.8,Low Fat,0.0824812,Dairy,191.6504,OUT013,1987,High,Tier 3,Supermarket Type1,2606.8608747434914
DRM11,6.57,Low Fat,0.066069578,Hard Drinks,261.0278,OUT046,1997,Small,Tier 1,Supermarket Type1,2817.947230319088
FDS36,8.38,Regular,0.046848322,Baking Goods,110.557,OUT013,1987,High,Tier 3,Supermarket Type1,2172.937950146648
FDO52,11.6,Regular,0.077164595,Frozen Foods,172.5106,OUT046,1997,Small,Tier 1,Supermarket Type1,2457.3234703387334
FDA04,11.3,Regular,0.066833743,Frozen Foods,257.2962,OUT049,1999,Medium,Tier 1,Supermarket Type1,2898.5390119636622
NCE31,7.67,Low Fat,0.185596553,Household,35.7216,OUT018,2009,Medium,Tier 3,Supermarket Type2,2052.5469914399796
FDC33,8.96,Regular,0.068925304,Fruits and Vegetables,196.9768,OUT035,2004,Small,Tier 2,Supermarket Type1,2521.627302017421
FDS33,6.67,Regular,0.12367891,Snack Foods,88.9514,OUT045,2002,Medium,Tier 2,Supermarket Type1,1853.0304578692808
NCJ05,18.7,Low Fat,0.046348967,Health and Hygiene,153.6682,OUT017,2007,Medium,Tier 2,Supermarket Type1,2438.715072633779
FDN51,17.85,Regular,0.021065311,Meat,261.5936,OUT017,2007,Medium,Tier 2,Supermarket Type1,3051.4057006539324
FDZ10,12.857645184135976,Low Fat,0.077849833,Snack Foods,127.202,OUT019,1985,Small,Tier 1,Grocery Store,1817.8073717071607
NCQ30,7.725,Low Fat,0.029236727,Household,123.8414,OUT017,2007,Medium,Tier 2,Supermarket Type1,2243.09321541773
FDL09,19.6,Regular,0.127929521,Snack Foods,167.4816,OUT013,1987,High,Tier 3,Supermarket Type1,2681.464713444877
FDU03,18.7,Regular,0.091560606,Meat,182.3292,OUT035,2004,Small,Tier 2,Supermarket Type1,2694.7102214201796
FDQ32,12.857645184135976,Regular,0.081605462,Fruits and Vegetables,122.3388,OUT019,1985,Small,Tier 1,Grocery Store,2030.9510415710022
FDI38,13.35,Regular,0.014626901,Canned,207.7638,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.295779654618
FDE36,5.26,Regular,0.041837331,Baking Goods,161.8868,OUT049,1999,Medium,Tier 1,Supermarket Type1,2494.516120338916
FDY02,8.945,Regular,0.088002959,Dairy,261.391,OUT018,2009,Medium,Tier 3,Supermarket Type2,3214.486342062577
NCA17,20.6,Low Fat,0.04551031,Health and Hygiene,149.6392,OUT045,2002,Medium,Tier 2,Supermarket Type1,2439.8936236382415
DRJ25,14.6,Low Fat,0.150801606,Soft Drinks,48.7692,OUT049,1999,Medium,Tier 1,Supermarket Type1,1655.3139805090022
FDI26,5.94,Low Fat,0.03495749,Canned,177.1344,OUT045,2002,Medium,Tier 2,Supermarket Type1,2582.4848929233835
FDT50,6.75,Regular,0.108458498,Dairy,96.9752,OUT045,2002,Medium,Tier 2,Supermarket Type1,2181.372669385591
FDR02,16.7,Low Fat,0.022155562,Dairy,109.5886,OUT018,2009,Medium,Tier 3,Supermarket Type2,2579.611039372219
NCY05,13.5,Low Fat,0.055301055,Health and Hygiene,34.6874,OUT017,2007,Medium,Tier 2,Supermarket Type1,1820.4703359882212
FDI50,8.42,Regular,0.030816999,Canned,230.8352,OUT013,1987,High,Tier 3,Supermarket Type1,2722.658531404723
FDW56,7.68,Low Fat,0.0711891,Fruits and Vegetables,193.3162,OUT018,2009,Medium,Tier 3,Supermarket Type2,2958.398734118199
FDS32,17.75,Regular,0.029821648,Fruits and Vegetables,139.9838,OUT017,2007,Medium,Tier 2,Supermarket Type1,2512.502779624259
FDT48,4.92,Low Fat,0.046142232,Baking Goods,199.1084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2802.2491260895167
FDU57,8.27,Regular,0.089735804,Snack Foods,148.7708,OUT045,2002,Medium,Tier 2,Supermarket Type1,2374.44118045138
FDL51,20.7,Regular,0.04745185,Dairy,214.6876,OUT013,1987,High,Tier 3,Supermarket Type1,2794.5783332624687
FDO52,11.6,Regular,0.077150004,Frozen Foods,170.2106,OUT035,2004,Small,Tier 2,Supermarket Type1,2497.549549357335
FDS57,12.857645184135976,Low Fat,0.181114059,Snack Foods,141.647,OUT019,1985,Small,Tier 1,Grocery Store,1982.973942475303
FDR22,19.35,Regular,0.018562604,Snack Foods,110.5544,OUT046,1997,Small,Tier 1,Supermarket Type1,2281.9345028981743
FDB57,20.25,Regular,0.018789455,Fruits and Vegetables,222.0772,OUT013,1987,High,Tier 3,Supermarket Type1,2855.2043242275377
FDA04,11.3,Regular,0.066674465,Frozen Foods,259.1962,OUT013,1987,High,Tier 3,Supermarket Type1,2918.5337540956284
FDM09,11.15,Regular,0.143831787,Snack Foods,169.979,OUT010,1998,Medium,Tier 3,Grocery Store,2167.1044026430623
NCQ38,12.857645184135976,Low Fat,0.023402893,Others,108.228,OUT019,1985,Small,Tier 1,Grocery Store,1891.5158021515595
FDP52,18.7,Regular,0.070979698,Frozen Foods,229.501,OUT018,2009,Medium,Tier 3,Supermarket Type2,3236.661834018989
DRK11,12.857645184135976,Low Fat,0.018847114,Hard Drinks,148.0392,OUT019,1985,Small,Tier 1,Grocery Store,1957.672757153977
FDN40,5.88,Low Fat,0.086945823,Frozen Foods,152.9998,OUT017,2007,Medium,Tier 2,Supermarket Type1,2310.039709042948
FDV58,20.85,Low Fat,0.121438886,Snack Foods,196.1452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2760.400089827134
DRA59,8.27,Regular,0.0,Soft Drinks,183.2924,OUT017,2007,Medium,Tier 2,Supermarket Type1,2562.177725849914
FDE23,17.6,Regular,0.053288857,Starchy Foods,47.306,OUT045,2002,Medium,Tier 2,Supermarket Type1,1998.648089067131
FDI08,18.2,Regular,0.066431507,Fruits and Vegetables,250.1092,OUT045,2002,Medium,Tier 2,Supermarket Type1,3100.6511905262105
FDE09,12.857645184135976,Low Fat,0.037824735,Fruits and Vegetables,109.7228,OUT019,1985,Small,Tier 1,Grocery Store,1941.366569878065
FDG09,20.6,Regular,0.047936284,Fruits and Vegetables,185.7556,OUT046,1997,Small,Tier 1,Supermarket Type1,2678.262525015979
FDS57,15.5,Low Fat,0.103356186,Snack Foods,142.847,OUT013,1987,High,Tier 3,Supermarket Type1,2336.677773384342
FDW15,15.35,Regular,0.055067732,Meat,146.5734,OUT013,1987,High,Tier 3,Supermarket Type1,2214.549166315528
FDH56,9.8,Regular,0.063916425,Fruits and Vegetables,117.1492,OUT049,1999,Medium,Tier 1,Supermarket Type1,2198.3169937021717
FDM36,11.65,Regular,0.059063036,Baking Goods,172.0422,OUT017,2007,Medium,Tier 2,Supermarket Type1,2481.098482334652
NCQ38,16.35,Low Fat,0.013442036,Others,104.528,OUT017,2007,Medium,Tier 2,Supermarket Type1,2270.64827755163
DRE48,12.857645184135976,Low Fat,0.01724183,Soft Drinks,197.0768,OUT027,1985,Medium,Tier 3,Supermarket Type3,3493.0271186833847
FDP33,18.7,Low Fat,0.089777214,Snack Foods,256.4672,OUT017,2007,Medium,Tier 2,Supermarket Type1,2958.816588245056
FDI33,16.5,Low Fat,0.028418817,Snack Foods,92.8146,OUT046,1997,Small,Tier 1,Supermarket Type1,2032.5116770594223
FDO16,5.48,Low Fat,0.015108194,Frozen Foods,83.725,OUT046,1997,Small,Tier 1,Supermarket Type1,1950.6734766679947
FDW34,9.6,Low Fat,0.035780385,Snack Foods,241.317,OUT017,2007,Medium,Tier 2,Supermarket Type1,2882.8268907640445
FDM22,12.857645184135976,Regular,0.073462632,Snack Foods,52.364,OUT019,1985,Small,Tier 1,Grocery Store,1690.9377463319752
NCO07,9.06,Low Fat,0.009816092,Others,211.856,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.1699233003496
FDC44,15.6,Low Fat,0.172946916,Fruits and Vegetables,114.1518,OUT045,2002,Medium,Tier 2,Supermarket Type1,2226.51042788593
DRB48,16.75,Regular,0.024892129,Soft Drinks,37.8822,OUT049,1999,Medium,Tier 1,Supermarket Type1,1980.6631880562245
NCV29,11.8,Low Fat,0.022824491,Health and Hygiene,177.0686,OUT013,1987,High,Tier 3,Supermarket Type1,2487.05923960398
FDE28,9.5,Regular,0.0,Frozen Foods,231.3668,OUT013,1987,High,Tier 3,Supermarket Type1,2841.1791234628354
FDP49,9.0,Regular,0.069229076,Breakfast,55.9614,OUT045,2002,Medium,Tier 2,Supermarket Type1,1835.9532534934274
FDX59,10.195,Low Fat,0.051766042,Breads,34.5558,OUT045,2002,Medium,Tier 2,Supermarket Type1,1878.0319340792807
FDN60,15.1,Low Fat,0.095140088,Baking Goods,159.9604,OUT035,2004,Small,Tier 2,Supermarket Type1,2475.344199836138
DRC36,13.0,Regular,0.044976367,Soft Drinks,176.2054,OUT035,2004,Small,Tier 2,Supermarket Type1,2572.414961618515
FDE02,12.857645184135976,Low Fat,0.212293753,Canned,92.2778,OUT019,1985,Small,Tier 1,Grocery Store,1621.2106875478726
NCU29,12.857645184135976,Low Fat,0.025354072,Health and Hygiene,144.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3294.842004610223
NCQ17,10.3,Low Fat,0.195721125,Health and Hygiene,156.463,OUT010,1998,Medium,Tier 3,Grocery Store,2154.2314711984814
DRD12,6.96,Low Fat,0.077508015,Soft Drinks,92.3146,OUT018,2009,Medium,Tier 3,Supermarket Type2,2331.7860568657434
FDV45,16.75,Low Fat,0.045009952,Snack Foods,186.8556,OUT013,1987,High,Tier 3,Supermarket Type1,2612.092303388198
FDZ02,12.857645184135976,Regular,0.037962696,Dairy,97.5726,OUT027,1985,Medium,Tier 3,Supermarket Type3,3015.986701774807
FDW26,12.857645184135976,Regular,0.187443314,Dairy,220.4772,OUT019,1985,Small,Tier 1,Grocery Store,2400.1532918010253
FDN40,5.88,Low Fat,0.086384841,Frozen Foods,153.2998,OUT013,1987,High,Tier 3,Supermarket Type1,2297.3428766768425
FDR19,12.857645184135976,Regular,0.158947217,Fruits and Vegetables,145.5102,OUT027,1985,Medium,Tier 3,Supermarket Type3,2950.0114201299407
FDD50,18.85,Low Fat,0.141615436,Canned,169.0132,OUT035,2004,Small,Tier 2,Supermarket Type1,2631.4934415331218
NCD18,16.0,Low Fat,0.0,Household,228.8668,OUT046,1997,Small,Tier 1,Supermarket Type1,2925.174489566731
FDA34,11.5,Low Fat,0.01484819,Starchy Foods,172.108,OUT013,1987,High,Tier 3,Supermarket Type1,2388.680102561067
FDR33,7.31,Low Fat,0.026843265,Snack Foods,109.757,OUT045,2002,Medium,Tier 2,Supermarket Type1,2119.8578641576355
FDD39,16.7,Low Fat,0.070154899,Dairy,218.185,OUT046,1997,Small,Tier 1,Supermarket Type1,2908.3021448621857
FDR13,9.895,Regular,0.028765486,Canned,115.3492,OUT049,1999,Medium,Tier 1,Supermarket Type1,2337.136970476629
FDA39,12.857645184135976,Low Fat,0.012656359,Meat,37.8822,OUT027,1985,Medium,Tier 3,Supermarket Type3,2786.750474155675
FDN01,8.895,Low Fat,0.0,Breakfast,178.437,OUT046,1997,Small,Tier 1,Supermarket Type1,2527.0460052832113
FDU04,7.93,Low Fat,0.005547386,Frozen Foods,121.5414,OUT035,2004,Small,Tier 2,Supermarket Type1,2250.8723005050006
FDV10,7.645,Regular,0.0,Snack Foods,41.7112,OUT045,2002,Medium,Tier 2,Supermarket Type1,1834.5319355899098
NCB30,14.6,Low Fat,0.02575512,Household,199.6084,OUT045,2002,Medium,Tier 2,Supermarket Type1,2781.423622661507
FDB38,12.857645184135976,Regular,0.027214272,Canned,159.692,OUT027,1985,Medium,Tier 3,Supermarket Type3,3243.361923321751
FDB22,8.02,Low Fat,0.111666665,Snack Foods,155.2998,OUT045,2002,Medium,Tier 2,Supermarket Type1,2296.401695109264
NCS30,5.945,Low Fat,0.093026207,Household,128.7652,OUT046,1997,Small,Tier 1,Supermarket Type1,2297.5848634468816
FDK14,6.98,Low Fat,0.041189152,Canned,82.8934,OUT045,2002,Medium,Tier 2,Supermarket Type1,2020.1235075590748
DRJ35,10.1,Low Fat,0.046584552,Hard Drinks,61.2878,OUT046,1997,Small,Tier 1,Supermarket Type1,2054.4241124363048
FDX19,19.1,Low Fat,0.097280981,Fruits and Vegetables,232.6958,OUT017,2007,Medium,Tier 2,Supermarket Type1,2812.117532941557
FDX60,14.35,Low Fat,0.080922439,Baking Goods,80.096,OUT018,2009,Medium,Tier 3,Supermarket Type2,2419.136511672894
FDS01,11.6,Low Fat,0.017780986,Canned,177.3686,OUT045,2002,Medium,Tier 2,Supermarket Type1,2480.1594682124837
NCT41,15.7,Low Fat,0.055979703,Health and Hygiene,151.9024,OUT035,2004,Small,Tier 2,Supermarket Type1,2449.1111630138857
DRE27,11.85,Low Fat,0.132645493,Dairy,96.9726,OUT035,2004,Small,Tier 2,Supermarket Type1,1978.7564985400963
